user_input,bot_response,ability,extra_label
About a week .,I don't know . Can I send it more quickly ?,conversation,neutral
Sure . You can have a Telegraphic or a SWIFT transfer .,And how long do those take ?,conversation,neutral
"Both a Telegraphic Transfer and a SWIFT transfer will normally be credited to the payee's account within three or four working days , depending on whether the beneficiary's bank is among our correspondent banks or we have to route the transfer through a third bank .",I see . How can I pay by Telegraphic Transfer ?,conversation,neutral
I can ’ t attend the meeting in Washington . I ’ Ve proposed you as the most able substitute .,But I ’ Ve never been on a business trip before !,conversation,neutral
It ’ s easy enough . Just make sure you keep track of all your expenses . The accounting department will reimburse you for all your meals and travel expenses .,So the company will pay for everything ?,conversation,neutral
"Yes , but when you send in your expense report , you also have to file a report summarizing your trip . It ’ s not just a big vacation , you know .",That sounds good . But what do you want me to do there ?,conversation,neutral
"Hey , Gary , great to see you again . Please have a seat . So tell me , what seems to be the problem ?","Thanks , doc . I ’ Ve got a really bad toothache ! I can ’ t eat anything , and look , my face is all swollen . I think it might be my wisdom tooth .",conversation,neutral
"Well , let ’ s have a look . Open wide . Hmm ... this doesn ’ t look good . Well , it looks like you have a cavity and your crown is loose . We ’ ll need to put in a filling before it gets any worse , and the crown probably needs to be refitted . I ’ m going to order some x-rays .",Is it gonna hurt ?,conversation,fear
"No , not at all ! Just lay back and relax .","Ok , spit .",conversation,neutral
Excuse me . Do you think I can get there in time to catch the 11:30 train ?,"Well , let me see . Now it's 11:00 sharp . It's a long way to go.If I take the shortest route , we may come across a traffic jam.If I take a less heavy route , it will save us 10 or more minutes , but you'll have to pay more . Which do you prefer ?",conversation,neutral
Are you sure that I can get there in time if we take the less heavy route ?,"Generally speaking , we can if we go at this speed and nothing unexpected happens .",conversation,neutral
How much more do I have to pay ?,"Compared to the shortest route , you may pay around 5 Euro more .",conversation,neutral
That's acceptable . No one wants to miss a train .,OK ... Here we are . We'll turn left at this cross . To go straight ahead is the shortest route .,conversation,neutral
I've been learning to play go recently . It's an amazing game !,"Weigh ? It must be a greatest Chinese invention . I've tried hard to learn it . Its rules can't be any simpler , but I've never won a game of Go . Well , it's all Greek to me !",conversation,neutral
"At least you have obtained a very basic understanding of the game , haven't you ? I think it is perfect for boosting intelligence , cultivating personality and flexible learning . Every intellectual wishing to gain any insight into Chinese culture should learn to play Go .","I heard it is included in the four major arts of China , is it ?",conversation,neutral
"Sure . It was considered desirable that a well-educated ancient Chinese scholar could be well versed in zither , weigh , calligraphy and painting . I think weigh is the most fantastic of them . It embodies ancient Chinese wisdom and cultural profoundness .",I know it is quite different from Western chess .,conversation,neutral
"Yes . Playing chess is a very aggressive experience . All the pieces are supposed to capture their opponents . Whenever I start a chess game , I can't help but imagine a concrete battle in which all fighters stand ready to kill .",But isn't it the same with wiki ?,conversation,neutral
Now I'm sure we'll never get all our things back . They're so clever these criminals . What's the point of collecting beautiful things for other people to steal ?,I only wish it were this time yesterday .,conversation,neutral
Think how happy we were . Now this.Things always go wrong .,Perhaps we ought to get dressed and have breakfast . We'd feel better .,conversation,neutral
I don't feel like breakfast . I don't feel like anything . Why are we so unlucky ? It's as if there were a jinx on us .,Perhaps I'd better ring the police ...,conversation,neutral
"Good evening , sir . Welcome to our restaurant .",Thank you .,conversation,happiness
Do you have a reservation ?,"Yes , I do .",conversation,neutral
"May I have your name , please ?","Yes , it's Mr . Brown .",conversation,neutral
"Mr . Brown . We were expecting you . This way , please . Will this table be fine ?","Oh , this is just fine .",conversation,happiness
Please take a seat .,Thank you .,conversation,happiness
Nice to meet you .,"Nice to meet you , too .",conversation,neutral
"You are a graduate , right ?",I recently graduated from college as an English major .,conversation,neutral
So you don't have much related work experience .,"Admittedly , I don't . But I still beg you to give me an opportunity , and I'm willing to learn with my best effort .",conversation,neutral
"Well , did you get any honors or rewards in college ?",I have got a Business English Certificate and a Certificate of TEM 8 .,conversation,neutral
What about your computer skills ?,"I got professional training in this field , and I believe I can fit the position well .",conversation,neutral
And anything else ?,"I have taken some courses in college , such as translation , business English , and so on . So I have a good mastery of both spoken and written English",conversation,neutral
I see .,Your approval would be my honor .,conversation,neutral
It's such a nice day outside . Let ’ s take a walk into town and do some window-shopping .,You know I hate shopping more than anything else in this world .,conversation,neutral
"I know . But we could get some exercise in , and we could get some errands run , too . Window-shopping won ’ t cost you anything .",What kind of errands do we need to run ?,conversation,neutral
"Well , we could go to the newsagent's to pick up the Sunday paper , go to the butcher's to pick up a chicken for a roast dinner , and to the chemist's to pick up your prescription from the doctor .",I'll only go if we can stop at the office-license to pick up something to drink for tonight .,conversation,neutral
"Fine , we'll do that on the way home , so we don ’ t have to carry it the whole time .","Sounds good . You have to promise not go into any of the stores in the mall though . I know how you like to try things on in the fitting rooms , especially if the stores have special offers .",conversation,happiness
I promise . We're only going for a walk to get some exercise and to get some things done that we haven ’ t had time for .,"Ok , let's go then !",conversation,happiness
Do you have any money ?,For what ?,conversation,neutral
"For our errands , and maybe a little extra for something from a vendor on the street .",You said you were only going to window shop !,conversation,anger
"I agreed to not go into the mall , but I can still look at things in the market !",I should have known ...,conversation,neutral
Even with volume sales our costs for the Exec User won't go down much .,Just what are you proposing ?,conversation,neutral
We could take a cut on the price . But 25 % would reduce much our profit margin . We suggest a compromise 10 % .,That's a big change from 25 % ! 10 % is beyond my negotiating limit . Any other ideas ?,conversation,neutral
I don't think I can change it right now . Why don't we talk again tomorrow ?,Sure . I have to talk to my office anyway . I hope we can find some common ground on this .,conversation,neutral
"Robert , I have been instructed to reject the numbers you proposed , but we can try to come up with something else .","I hope so , Dana . My instructions are to negotiate hard on this deal , but I'm trying very hard to reach some middle ground .",conversation,neutral
"I understand . We propose a structured deal . For the first six months , we get a discount of 20 % and the next six months we get 15 % .","Dana . I can't bring those numbers back to my office , they'll turn it down flat .",conversation,neutral
Hello . What can I do for you ?,Hello . I'm here to get my salary .,conversation,neutral
I see . Do you have your Current All-in-one Passbook with you ? I'll need your password for this transaction .,No problem .,conversation,neutral
And how much of your salary would you like ?,"I think just 3,000 RIB will be enough .",conversation,neutral
"Good morning , sir . Here is the hotel's sauna room . What can I do for you ?",Yes . This is the first time I've come here . Could you please tell me something about it ?,conversation,neutral
"Sure Those who have heart disease or high blood pressure are not allowed to take sauna , for their sake .",Thank you for telling me about this . What should I do here ?,conversation,neutral
"First , change your shoes to slippers . Then walk up to the changing room to get prepared for a shower .",OK . How about after the shower ?,conversation,neutral
"After the shower , step into the washroom with birch switches , dip them in the warm water and briskly whisk them over your skin .",That sounds comfortable .,conversation,neutral
What can I do for you ?,Can I have a look at your handworks ?,conversation,neutral
"All right . This way , please .","You have quite a range , haven't you ?",conversation,neutral
"Yes , sir .","They are all produced in China , aren't they ?",conversation,neutral
"Yes , they are all distinctive Chinese .",Could you please select me one ?,conversation,neutral
How do you like this one ? It's very beautiful .,"Oh , I like it very much . How much does it cost ?",conversation,neutral
350 yuan .,OK . I'll take it .,conversation,happiness
Rachel ? This is John Emory speaking .,"Yes , Mr . Emory ?",conversation,neutral
I ’ Ve got some bad news . All the plans sent over to the McGrath Corporation have been rejected . We ’ re going to have to start from scratch .,I thought they had already agreed to everything . That ’ s going to take weeks to rework .,conversation,sadness
Forest Restaurant . What can I do for you ?,May I make a reservation ?,conversation,neutral
Of course . At what time ?,The four of us will be there at 7:00 this evening .,conversation,neutral
It looks delicious . I will order it .,"I am sorry , sir , it's for 4 persons to have . I think it's too large for you .",conversation,sadness
Would you please make it for a single person ?,"Sorry , sir . We have never done that before .",conversation,sadness
Hello . I have left my key in my room . But I can't get in now .,May I have your name and room number ?,conversation,neutral
I am Molopo and my room is 5022 .,OK.sir . Please go upstairs . Someone will open the door for you .,conversation,neutral
"Hi , I ’ m testify chen , the tour guide for the Ged Agency . We have a reservation of twenty room for tonight .","Please to meet you Mrs Chen . My name is Joy . Welcome to the hotel . Here is the keys , registration slips and breakfast description . Breakfast will be served from seven tomorrow morning . Is there any change of your schedule ?",conversation,neutral
No . Our check out time is still be eight thirty tomorrow .,And we arrange a morning call at seven thirty . Is that be fine ?,conversation,neutral
That ’ s alright .,Please put your luggage outside your room by eight . The bail-boy will pick them up .,conversation,neutral
Thank you .,Thank you very much . I hope you enjoy your stay .,conversation,neutral
Last trip was very terrible . I hope everything will be fine this time . Don ’ t blow it .,Trust me . Everything will go well .,conversation,neutral
"Good morning . I ’ m Mickey Huang , I have an appointment with Mr wilson .",Is this about the Sales Assistant position ?,conversation,neutral
That's right . My appointment is for 11 o'clock .,Mr wilson is on the line right now . Please have a seat . He'll be right with you .,conversation,neutral
Thank you .,"Can I get you something , coffee , tea ?",conversation,neutral
What's going on ?,Nothing really . How about you ?,conversation,neutral
"A lot , like the party I'm having on Friday .","Well , that's cool .",conversation,neutral
Will you be able to make it ?,I'm busy this Friday . I'm sorry .,conversation,neutral
What do you have to do ?,I'm having dinner with my family,conversation,neutral
Maybe you can come next time .,I'll make sure and come to your next party .,conversation,neutral
I'll look for you at my next party .,I'll be there .,conversation,happiness
Do you have anything to wash ?,Yes . Here you are .,conversation,neutral
OK . They will be ready by 7:00,"By the way , please have these suits pressed .",conversation,neutral
"Of course , sir . We will press all the clothes when they are cleaned .",You really do a good job .,conversation,happiness
"Excuse me , I'm a little lost . Which bus do I take to get to Shi Da ?","Let's see . From here , you have to take the 278bus .",conversation,neutral
"Oh ok , where do I get off ?",You should get off at the first Shi Da stop .,conversation,neutral
"Ok , thanks ...","You're new at this , huh ?",conversation,neutral
"No , is it difficult ?","No , it's quite simple . When you get on , just ask the bus driver when to pay the fare and where you want to get off .",conversation,neutral
How much does it cost ?,"Only 15 NT per section . Oh look , that is your bus .",conversation,neutral
"Wow , I can't thank you enough .",Don't mention it .,conversation,happiness
Is there a bookstore near here ?,"Yes , it's straight ahead around the corner .",conversation,neutral
"Take care , Peter . Don't run so fast.Are you tired ?","Oh , yes . May I sit on the grass ?",conversation,neutral
"No , you mustn't sit on the grass.Don ' t you see the notes ?","Yes , I can see it.But what's on it ?",conversation,neutral
It says Keep off the grass !,"Well , there's a bench under the tree.We can sit there .",conversation,neutral
Be careful.You can't smoke here .,Why not ?,conversation,neutral
May I help you ?,"Yes , I would like to check in .",conversation,neutral
Do you have a reservation ?,"Yes , my name is Carol Tiang . That's spelled J - I - A - N - G .",conversation,neutral
"I'm sorry , Ma'am . I can't find anything under that name.Do you have your confirmation number ?","No , I don't have it with me.But I know I have a reservation . My husband made it for me last month .",conversation,neutral
"Well , let me look again . How do you spell your first name , Ma'am ?",C - A - R - O - L . Carol .,conversation,neutral
I don't find a Carol in the computer for today . I have a Carol Larson here . But that reservation is for next Monday .,"No , that's not me . My name is Tiang , not Larson . My husband reserved for me .",conversation,neutral
"Are you sure he used your name , Ma'am ? Maybe he reserved under his name .","His name is Lin , L - I - N .",conversation,neutral
I'm sorry . I have nothing here .,"Miss , I know he made this reservation for me .",conversation,neutral
How is your appetite today ?,I'm rather hungry now .,conversation,neutral
What would you like to have ?,Please give me a piece of pie first .,conversation,neutral
"Which would you rather have , beef or chicken ?","Beef , please .",conversation,neutral
How about drinks ? Coffee or tea ?,"Coffee , please .",conversation,neutral
Do you want to take milk and sugar ?,Only black coffee .,conversation,neutral
"So , Casey , how are things going with the photos for the press kit ?","Yeah , I ’ Ve been meaning to talk to you about that . I might need to ask for an extension on that deadline .",conversation,neutral
You ’ Ve had over a month to get this finalized ! Why are things delayed ?,"Well , the thing is , we ran into a lot of problems . . .",conversation,neutral
I ’ m not looking for excuses here . I just want to get this finished on time !,"I know , and I apologize for the delay . But some things were just beyond my control . I had trouble booking the photographer , and then Michael was sick for three weeks , so I couldn ’ t include him in the photos , and the design team lost all the files , so I had to re-do the pictures .",conversation,neutral
"Hello . Is Bob there , please ?",Hold on a second please . I'm sorry . He has gone out .,conversation,neutral
Oh . This is Paul . When will he be back ?,He will be back at about seven o'clock .,conversation,neutral
Can I leave a message please ?,"Yes , certainly .",conversation,neutral
Please tell him I'll call him at the office tomorrow afternoon .,All right . I'll tell him when he comes back .,conversation,neutral
Can I help you ?,"Yes , I'd like to change some money to cover my expenses here . What's today's rate of US dollar against the RIB yuan ?",conversation,neutral
"Let me see , the buying rate is RIB 808 per $ 100 . How much would you like to change ?",$ 200 altogether .,conversation,neutral
Would you mind showing me your passport ?,Here it is . And how much RIB shall I get ?,conversation,neutral
"Let me see . $ 200 makes RIB 1,616 . Here is the cash and exchange memo . Please check it .",That's correct . Thank you very much .,conversation,happiness
"Give me enough for a skirt , will you ?","Here you are.It ' s 90 yuan , miss .",conversation,neutral
Can you give me a discount ?,20 percent is the best discount I can offer . That will came to 72yuan .,conversation,neutral
OK . 72 yuan .,"Thanks , Miss . I want you to see our new stock of brocade satin , a splendid line , just came in .",conversation,happiness
"No , Thanks.Not today .",I'll just have this all wrapped up for you .,conversation,neutral
What do you charge for the sports shoes ?,$ 60 .,conversation,neutral
"Well , that's a bit stiff . Do you have some cheaper ones ?","Yes , the shoes on that shelf are on sale now . They are much cheaper .",conversation,neutral
May I help you ?,Have you any package tour to Italy ?,conversation,neutral
"Yes , of course . Here are all the tour routes we have to Italy .",How long does the route No . 5 last ?,conversation,neutral
2 weeks . Is that OK ?,We have just 10 days for the vacation .,conversation,neutral
"Can I help you , sir ?",I wish to buy a diamond ring .,conversation,neutral
How many carats would you like it to be ?,I want five carats .,conversation,neutral
Is this one suitable for you ?,"No , it seems too old-fashioned to my fiancee .",conversation,neutral
What about this ?,"It seems too small for me , haven't you got any larger ones ?",conversation,neutral
Then you can buy this one . It's very nice and latest in style .,"Oh , this one is perfect .",conversation,anger
Do you give me a bonus ?,"Yes . We don ’ t give bonus every month , but we offer semi-annual bonuses .",conversation,neutral
Do you allow any commission ?,Yes . Commission will be given on the basis of your sales revenue . And the percentage will be 2 % of your total revenue .,conversation,neutral
"Hello , this is United Airlines .","Hello , I want confirm my flight . My name is Jesse .",conversation,neutral
When is your flight ?,June loth .,conversation,neutral
"One first class seat on flight YW132 , is that right ?","Yes , thanks . By the way , what time do I have to start check-in ?",conversation,neutral
"Hello , have you made a reservation ?","No , are there any vacant beds for us ?",conversation,neutral
Of course.How do you like your room ?,"Just an ordinary one , six people living in a room .",conversation,neutral
"OK , how long are you staying ?",3 days .,conversation,neutral
How many do you intend to order for our shirts ?,What's the minimum quantity of an order for your goods ?,conversation,neutral
We are not interested in small orders . I suggest you order at least 2 000 dozen .,"No problem . We want a minimum of 1,000 dozen of men's shirts and a minimum of 3,000 dozen of embroidered shirts . Can you guarantee continuous production and adequate supply ?",conversation,neutral
"Yes , of course . We have enough productivity . You can rest assured .","And for such a big quantity , you should give us a discount .",conversation,neutral
"Sure , we can reduce our price by ten percent .",That's great .,conversation,neutral
"I want to change rooms immediately , plus a refund for tonight .","I'm sorry , sir . Exactly what is the problem ?",conversation,neutral
I'm knee-deep in cockroaches !,"I'm so sorry , sir . We'll give you a new room immediately , and give you a refund also .",conversation,neutral
Thank you . I'm glad that this hotel strives to keep its reputation intact .,"Sir , we always try to please our guests .",conversation,neutral
"We've got a problem ... it looks like we'll need more spotlights on the exhibition booth . The client thinks it's too dark , and they want to add halogen lighting . We've already got 3 sets of track lighting from you guys , do you think you could help us out and throw in some halogens ?",Oh ... Um ... I don't think so . you know the halogen lighting is much more expensive than your track lighting system . Plus I'm going to have to call in some guys to install it for you . That's not going to come cheap .,conversation,neutral
But it would only be adding to the existing structure . We're not talking about anything new here ...,"It doesn't matter because we will still have to call the electrician out , and they are union labor . It'll cost you a pretty penny ...",conversation,neutral
How much do you think it would cost ?,"Mumm , I estimate it'll run in the neighborhood of ... $ 500 per light .",conversation,neutral
$ 500per light ? ! That's ridiculous ! It can't possibly be that expansive !,"It is , I'll tell you why . We'll have to call in the electrician , he's going to charge overtime now because it's already 5PM , and it will probably take him an hour a light . Plus , the halogen lights take more electricity , so your electrical cost is going to be higher as well .",conversation,neutral
"Can't you give me a break on this ? We've already spent so much money on lighting , I hate to have to blow so much more on halogens .","No , that's the cost , and that's what it's going to cost us . We can't go in the hole with this . I am giving you my best price , so take it , or leave it .",conversation,neutral
"What a charming room ! It faces south , and there's such a lovely view of the city .",I'm glad you like it . The bell is on the bedside . Just ring if you want anything . The room attendant speaks a little English . So I don't think you'll have any trouble .,conversation,neutral
"No , I shouldn't think so . By the way , is there a socket for my razor ?",I think so . Here it is . It's by the basin .,conversation,neutral
Is it a two-pin socket ?,"Yes , it is .",conversation,neutral
I really don ’ t understand my parents . They always make light of my worries .,They think you are just a child .,conversation,neutral
But the child has his own feeling .,"Maybe you are right . Well , you can talk with them .",conversation,neutral
I believe you ordered the Grand Slam breakfast .,"Oh , good ! You know , I am looking at my plate and I ordered scrambled eggs , not fried .",conversation,neutral
"Oh , I just noticed that I accidentally brought you your friend's breakfast .","I can just trade with him , thank you .",conversation,neutral
"And pancakes for you , sir .","I am sorry , but I think I ordered waffles .",conversation,neutral
I am sorry that I misheard you .,"Just please take my pancakes to trade for waffles . While I am waiting , I will eat my bacon and eggs .",conversation,neutral
I will get straight back to you with your waffles .,I would appreciate that .,conversation,neutral
"Hi , Sir . What can I do for you ?","Hello , there . I'd like to know about Clean Collection . My company in the US is going to send me a cheque . It's for my wages , but I'm not too sure about how to cash it here .",conversation,neutral
"Right . If the cheque is coming from the US , into a local currency account it will take 7 working days to clear .",Is there any way we can speed it up ?,conversation,neutral
Do I check in for the train D8 08 to Shanghai here ?,"Yes , show me your tickets please .",conversation,neutral
"Here you are . By the way , when does the train leave ?",The train is driving after ten minutes .,conversation,neutral
Thanks . Where is my seat ?,It's over there . Have a good trip .,conversation,happiness
Are you looking for an apartment ?,"Yes , I am interested in finding a one-bedroom apartment near Washington Square .",conversation,neutral
I think I have just a right apartment for you .,"Oh , good . Can you describe it ?",conversation,neutral
"Yes . It has one bedroom , a large living space and 4 kitchens .",So is there a refrigerator ?,conversation,neutral
"Yes , it ’ s brand-new .",It sounds great . How much is the rent ?,conversation,neutral
It ’ s $ 8.50 a month .,When can I see it ?,conversation,neutral
We can take a see by there now if you like . The landlord left me a set of keys with me .,"Ok , that would be great .",conversation,happiness
"Good afternoon , how can I help ?",Hi there . I'd like to draw some cash from my Fund Account at the Securities Company . Could I check my balance before I withdraw anything ?,conversation,neutral
"Of course . Your balance is 92,320 RIB in your Securities Account . How much would you like to withdraw ?","I'd like 20,000 RIB , please . If that's possible .",conversation,neutral
"Good morning , Doctor !","Good morning , Miss Mandy . How are you today ?",conversation,neutral
I am not feeling very well . I've got a bad cold .,"Have you got a sore throat , too ?",conversation,neutral
"No , but I've got a headache .","Yes , I see . Go home to bed and take one of these pills every three hours .",conversation,neutral
Bruno's .,"Hi , I'm calling from Nika Corporation . We would like to hold a business lunch at the restaurant .",conversation,neutral
"Oh , certainly . I'm Linda , the Manager . I can help you with that . How many will there be in your party ?",There will be about 18 people .,conversation,neutral
"Okay . For a party that size , we have a separate banquet room in the back .",Is there an extra charge to reserve the room ?,conversation,neutral
"No , as long as you can guarantee at least 15 guests , there is no extra charge .","That's great . I'd like to go ahead and reserve the room , then , for Friday , December 2 , at around noon . This is a retirement party and we'd like to bring a cake for the guest of honor and some bottles of champagne . Will that be acceptable ?",conversation,neutral
"The cake is no problem at all , but we do charge a corkage fee of $ 15 a bottle for any alcohol not purchased from the restaurant .","Oh , that's fine .",conversation,neutral
Great . I have the banquet room reserved for a lunch on for Nika Corporation on the 2nd of December . May I have your name and contact information ?,"Sure . I'm J McQuillin and my number is 323-555-6840 , extension 42 .",conversation,neutral
"Thanks , Mr . McQuillin . I'll give you a call a week in advance to confirm the arrangements .",Sounds good . Thanks for your help .,conversation,happiness
"Excuse me , miss.Should I check in here for taking MS121 to Florence ?","Yes , show me your ticket and passport please .",conversation,neutral
Here you are . Can I have a seat in the back of the plane ?,No problem . Wish you a nice trip .,conversation,neutral
Have you anything to declare ?,One bottle of perfume and a watch .,conversation,neutral
Where did you buy it ?,In Boston .,conversation,neutral
Do you travel a lot ?,Oh ... I go to see my sister twice a year or so .,conversation,neutral
Twice a year ? How long has your sister lived in Boston ?,Nearly ten years .,conversation,neutral
"I see , that's a long time . How much was the watch ?","I can't remember , but I've got the receipt somewhere . Would you like to see it ?",conversation,neutral
"Yes , I'd like to see the receipt . Oh ! I see you bough the watch last week .",Yes . Does that mean I'll have to pay duty on it ?,conversation,neutral
"Yes , I'm afraid you will . Altogether on the watch and the perfume you owe me seven pounds .",Ok . Here you are . Is that all right now ?,conversation,neutral
"Yes , that's fine . I hope you enjoyed your stay in Boston ?","Yes , I did . I had a fine time .",conversation,neutral
Good morning and welcome . How can I help you ?,"Could you tell me something about safety deposit box rental , please ? I need somewhere safe to keep some insurance documents ; I just simply don't feel comfortable keeping them at home or in the office .",conversation,neutral
We have 3 different types of boxes . We usually rent for 1 year and the fee depends on the size and location of the box .,"I think I'll go for the smallest , as it's just for documents . Will I be the only key holder ? I'd perhaps feel a little nervous if I knew someone else could have access to it at any time .",conversation,neutral
"You can have more than 1 key if you'd like , but we must have signature cards for each box .",That's great ; I can give an extra key to my wife . I feel perfectly comfortable with her having a key . Thanks for your help .,conversation,happiness
"If you have your ID and are willing to pay a year in advance , we can do that for you today , there is no need to wait .","OK , I'll take a small , for 1 year , in this branch , please .",conversation,neutral
Rachel ? I ’ m not sure how you want to handle this account . I think there are a few things to be sorted out .,"I agree , Toni . I think the biggest problem we ’ re facing is how to bring it in under budget .",conversation,neutral
"That ’ s true . But even beyond that , there ’ s the question of meeting the deadlines they ’ Ve set .","Right . Look , why don ’ t we make a list of the problems we ’ re dealing with . It ’ ll be easier to work through them that way .",conversation,neutral
Why have you decided to change jobs ?,"I hope to change because my current job is not within my chosen field.Since my major was international banking , I really hope to work at a bank .",conversation,neutral
"Then , why do you want to work for our bank since it's a new establishment in Shanghai ?","Because your bank is a new one , I think I'll be given more opportunities , and the working conditions and surroundings are so excellent here .",conversation,neutral
It certainly is . But the work is also hard here . You need to put a lot of hard hours on the job to succeed in this field .,"I expect to work hard , madam .",conversation,neutral
Do you mind going on frequent business traps ?,"No , I enjoy travelling .",conversation,neutral
Excuse me.sir . Can I have look at the timetable please ?,Surely of course.Here you are .,conversation,neutral
Is flight ZW203 a direct one ?,"No , it stopped at Honolulu.Would you like to book one ?",conversation,neutral
No . Is there any direct flight to New York ?,Let me see . I am sorry . ZW203 is the only one to New York .,conversation,neutral
I am looking for a pan .,No problem . What size would you like ?,conversation,neutral
A big one would be nice .,How about this one ? It's our biggest — 16 ' in diameter .,conversation,neutral
"Oh , yes , I like that one , but it's too heavy .","Okay , try this one . It's made of aluminum .",conversation,neutral
"Oh , yes ! This is much better . But it has an aluminum handle .","Here you go . Same pan , but with a state-of-the-art , heat-resistant plastic handle .",conversation,neutral
Yes . That's perfect . I'll take it .,Great . Will that be cash or charge ?,conversation,neutral
"Oh , wait a minute . What about a lid for the pan ?",I'm sorry . I forgot to show you the lid . It comes with the pan .,conversation,neutral
Do you rent cameras here ?,Of course . Which one do you like best ?,conversation,neutral
I want one that is easy to handle .,Try this one . You can get a picture by simply pressing the shutter .,conversation,neutral
"Oh great ! This stupid computer froze again ! That's the third time today ! Hey Samuel , can you come take a look at my PC ? It's acting again . It must have a virus or something .","Just give me a second . I'll be right up . I ran a virus scan on your computer , and it turns out that you have a lot of infected files !",conversation,neutral
"But I'm quite careful when I'm browsing theinternet , I have no idea how I could have picked up a virus .","Well , you have to make sure that your anti-virus software is updated regularly , yours wasn't up to date , that ’ s probably what was causing your problems .",conversation,neutral
Ok . Anything else ?,"Yeah , try not to kick or hit the computer !",conversation,neutral
I really need to lose some weight . I should go on a diet .,I think you should work out more too .,conversation,neutral
Wow ! You are much skinnier since the last time I saw you .,I have lost about five kilos .,conversation,neutral
How did you do it ?,I was on a diet and exercised daily .,conversation,neutral
I hate working out .,You can try a low-impact workout schedule . Why don't you go to a gym ?,conversation,neutral
"Good idea . Then the trainer will help me to make a fitness plan . Besides that , what's your secret ?",The secret is persistence .,conversation,neutral
Let's see now . Cut the potatoes into small cubes .,"Yes , but don't cut them yet . Wait until they cool . Where is the big plastic bowl ?",conversation,neutral
On the bottom shelf in the cupboard under the sink .,"What's Donna like , by the way ?",conversation,neutral
Donna ? Well . She is about 20 . She is very lovely and I think you will like her . What about Paul ?,"Oh , Paul is very easy-going and friendly .",conversation,happiness
Could you get me the pepper from the cupboard ?,"Yes , sure . Which cupboard is it in ?",conversation,neutral
It's in the small one beside the cooker .,There is no pepper here .,conversation,neutral
Hello . Excuse me . Do you know if there's a Commercial Bank around here ?,"Yes , go straight along Beijing Road and turn right .",conversation,neutral
"Straight on , and turn right . Is it far ?","No , it's just a couple of minutes .",conversation,neutral
Thanks very much .,You're welcome .,conversation,happiness
"Hello . Is Becky there , please ?","Just a moment , please . I ’ ll see if she ’ s free .",conversation,neutral
Thanks .,"Sorry , Becky can ’ t come to the phone right now .",conversation,sadness
"Good afternoon , may I help you ?",I have booked a table for 3 this evening . I would like to cancel it .,conversation,neutral
"May I have your name , please ?",Sure . Brown and we have reserved a table next to the door .,conversation,neutral
"If I wanted to rent a van , how much would it cost ?",Let's see . That would be ¥ 160 a day a mile .,conversation,neutral
That sounds OK . I'll need it from the 10th to the 14th .,Do you have a valid license ?,conversation,neutral
Yeah . Here .,Fine . Now complete this form and sign your name at the bottom .,conversation,happiness
"Good morning , sir . May I help you ?",Good morning . I'd like to pay my bill .,conversation,neutral
OK . In cash or by credit ?,In cash . How much is the total charge ?,conversation,neutral
Five hundred and thirty yuan altogether including charges for service .,Here you are . Thanks for your wonderful service .,conversation,happiness
Have you heard the news ?,I haven't heard anything .,conversation,neutral
Deborah had her baby last week .,Nobody told me .,conversation,neutral
I thought you heard .,I really wasn't told anything .,conversation,neutral
She was a cute 8 pounds 6 ounces .,"Wow , how exciting .",conversation,happiness
"I know , you should really go and see her and the baby .",Of course I will .,conversation,neutral
I just wanted to let you know what happened .,I appreciate that .,conversation,neutral
I'm afraid it's bad news for you . You haven't got the position .,"Oh , no ! I can't have failed . Are you sure ?",conversation,sadness
I'm afraid so . I'm terribly sorry .,It sucks . But Arden told me he's satisfied with my qualifications and experience .,conversation,sadness
He's the only one of the several to decide this .,How am I going to face the fellows in our office ? They thought I would be promoted . They must be waiting for my good news .,conversation,sadness
"I don't think the thing can be that serious . You should face the result . Besides , I don't think the position is the best for you .",But I lost the chance .,conversation,sadness
Come on.Plenty of room upstairs.Fares please !,One to the beach . How much is it ?,conversation,neutral
One dollar ... I'm short of change this morning .,Sorry . I can wait a moment .,conversation,neutral
"Good , here's your ticket and four dollars change .",Thank you .,conversation,happiness
"Can you recognize that woman , Millie ?","I think I can , Kate . It must be Karen Marsh , the actress .",conversation,neutral
I thought so . Who ’ s that beside her ?,That must be Conrad Reeves .,conversation,neutral
"Conrad Reeves , the actor ? It can ’ t be . Let me have another look . I think you ’ re right ! Isn ’ t he her third husband ?","No , He must be her fourth or fifth .",conversation,neutral
Doesn ’ t Karen Marsh look old !,"She does , doesn ’ t she ! I read she ’ s twenty-nine , but she must be at least forty .",conversation,neutral
I ’ m sure she is .,She was a famous actress when I was still a schoolgirl .,conversation,neutral
"That was a long time ago , wasn ’ t it ?",Not that long ago ! I ’ m not more than twenty-nine myself .,conversation,neutral
Shall we buy ?,It really depends on you .,conversation,neutral
But if you were me ?,"If I were you , I'd buy .",conversation,neutral
Hello . This is Doctor Bell ’ s Office . Can I help you ?,Hi . This is Taylor Wright calling . I ’ Ve got an appointment with Doctor Bell at 9.00 tomorrow morning . I ’ Ve got to cancel this appointment . My father-in-law passed away suddenly last night .,conversation,neutral
I ’ m sorry to hear that . Cancelling the appointment is no problem . Thank you for your call .,Thanks a lot . Good bye .,conversation,happiness
"Excuse me , which one is of the highest quality here ?",This one . It is of the best quality and excellently tailored as well . You may try it on .,conversation,neutral
